process,method,year,value,RCP
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2055,0.01683004820634145,RCP45
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2056,0.01683281339559506,RCP45
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2057,0.01683557858484867,RCP45
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2058,0.01683834377410228,RCP45
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2059,0.01684110896335589,RCP45
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2060,0.0168438741526095,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2025,0.0010034529535888,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2026,0.00097807983874422,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2027,0.0009527067238996401,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2028,0.0009273336090550601,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2029,0.00090196049421048,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2030,0.0008765873793659,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2031,0.000869063413227,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2032,0.0008615394470881,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2033,0.0008540154809492,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2034,0.0008464915148103,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2035,0.0008389675486714,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2036,0.0008346393003856401,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2037,0.00083031105209988,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2038,0.00082598280381412,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2039,0.00082165455552836,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2040,0.0008173263072426,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2041,0.00081515971124042,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2042,0.00081299311523824,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2043,0.00081082651923606,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2044,0.00080865992323388,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2045,0.0008064933272317,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2046,0.00080709057598014,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2047,0.00080768782472858,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2048,0.00080828507347702,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2049,0.00080888232222546,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2050,0.0008094795709739,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2051,0.00080834154747561,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2052,0.00080720352397732,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2053,0.00080606550047903,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2054,0.00080492747698074,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2055,0.00080378945348245,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2056,0.00080265142998416,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2057,0.00080151340648587,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2058,0.00080037538298758,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2059,0.0007992373594892901,RCP45
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2060,0.000798099335991,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2025,3.345178714380758e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2026,3.3454126172296058e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2027,3.345646520078454e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2028,3.3458804229273015e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2029,3.3461143257761496e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2030,3.3463482286249973e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2031,3.3472517895252507e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2032,3.3481553504255045e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2033,3.349058911325758e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2034,3.3499624722260116e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2035,3.350866033126265e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2036,3.352285827509212e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2037,3.353705621892159e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2038,3.355125416275106e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2039,3.356545210658053e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2040,3.357965005041e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2041,3.3617451343503197e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2042,3.3655252636596393e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2043,3.3693053929689593e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2044,3.373085522278279e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2045,3.3768656515875984e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2046,3.381009876098847e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2047,3.3851541006100955e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2048,3.3892983251213443e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2049,3.3934425496325926e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2050,3.3975867741438414e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2051,3.399125664810482e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2052,3.400664555477122e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2053,3.4022034461437625e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2054,3.403742336810403e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2055,3.405281227477043e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2056,3.4068201181436835e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2057,3.408359008810324e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2058,3.4098978994769645e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2059,3.4114367901436046e-06,RCP45
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2060,3.412975680810245e-06,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2025,0.0001511369756271,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2026,0.00014892423350500002,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2027,0.0001467114913829,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2028,0.0001444987492608,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2029,0.0001422860071387,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2030,0.0001400732650166,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2031,0.00013936876678028,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2032,0.00013866426854396,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2033,0.00013795977030764,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2034,0.00013725527207132,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2035,0.000136550773835,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2036,0.00013608127545476,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2037,0.00013561177707452,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2038,0.00013514227869428002,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2039,0.00013467278031404001,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2040,0.0001342032819338,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2041,0.00013353820242776001,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2042,0.00013287312292172002,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2043,0.00013220804341568,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2044,0.00013154296390964,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2045,0.0001308778844036,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2046,0.00013033401461756,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2047,0.00012979014483152,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2048,0.00012924627504548,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2049,0.00012870240525944,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2050,0.0001281585354734,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2051,0.00012807405963426,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2052,0.00012798958379512,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2053,0.00012790510795598,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2054,0.00012782063211684,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2055,0.00012773615627770002,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2056,0.00012765168043856002,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2057,0.00012756720459942001,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2058,0.00012748272876028,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2059,0.00012739825292114,RCP45
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2060,0.000127313777082,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2025,0.0003353251743552,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2026,0.00033313523230216,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2027,0.00033094529024912,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2028,0.00032875534819608,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2029,0.00032656540614304,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2030,0.00032437546409,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2031,0.00032356658144768,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2032,0.00032275769880536,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2033,0.00032194881616304,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2034,0.00032113993352072,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2035,0.0003203310508784,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2036,0.00032002281443422,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2037,0.00031971457799003997,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2038,0.00031940634154586,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2039,0.00031909810510168,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2040,0.0003187898686575,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2041,0.00031828762489072,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2042,0.00031778538112394,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2043,0.00031728313735716,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2044,0.00031678089359038,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2045,0.0003162786498236,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2046,0.00031614408712308,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2047,0.00031600952442256003,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2048,0.00031587496172204,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2049,0.00031574039902152005,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2050,0.000315605836321,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2051,0.00031568870341413,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2052,0.00031577157050726004,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2053,0.00031585443760039,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2054,0.00031593730469352,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2055,0.00031602017178665,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2056,0.00031610303887978,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2057,0.00031618590597291,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2058,0.00031626877306604,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2059,0.00031635164015917,RCP45
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2060,0.0003164345072523,RCP45
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2025,4.261567172822777e-05,RCP45
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2026,4.174067025045413e-05,RCP45
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, comparative toxic unit for human (CTUh)",2027,4.0865668772680487e-05,RCP45
